"hub","site","species","sex","bandNumber","bandCombo","encounterType","date","yearDate","bandYear"
"Gainesville","WINTCHAFL1","TUTI","U","2661-07685","A,BU/R","band",2015-05-16,2015,2015
"Gainesville","WINTCHAFL1","TUTI","U","2661-07686","A,P/G","band",2015-05-16,2015,2015
"Gainesville","WINTCHAFL1","TUTI","F","2661-31337","Y/P,A","band",2010-06-20,2010,2010
"Gainesville","WINTCHAFL1","TUTI","F","2661-31337","Y/P,A","resight-technician",2011-05-31,2011,2010
"Gainesville","WINTCHAFL1","TUTI","F","2661-31337","Y/P,A","band",2014-06-20,2014,2010
"Gainesville","WINTCHAFL1","TUTI","F","2661-31337","Y/P,A","band",2015-05-16,2015,2010
"Gainesville","WINTCHAFL1","CACH","M","2710-54207","P,A/Y","band",2015-05-16,2015,2015
"Gainesville","YOPPFL1","NOCA","M","2641-96648",",A","band",2015-05-28,2015,2015
"Gainesville","YOPPFL1","TUTI","F","2661-07851","W/A,R","band",2015-05-28,2015,2015
"Gainesville","YOPPFL1","CARW","M","2661-07852","W,A/Y","band",2015-05-28,2015,2015
"Gainesville","YOPPFL1","CARW","F","2661-07897","A,-","band",2015-05-28,2015,2015
"Pittsburgh","DEMAPATPA1","SOSP","M","2661-33001","A,R/R","band",2013-06-25,2013,2013
"Pittsburgh","DEMAPATPA1","SOSP","M","2661-33001","A,R/R","recap",2014-05-22,2014,2013
"Pittsburgh","DEMAPATPA1","SOSP","M","2661-33001","A,R/R","resight-participant",2014-07-10,2014,2013
"Pittsburgh","DEMAPATPA1","SOSP","M","2661-33001","A,R/R","resight-participant",2015-05-11,2015,2013
"Pittsburgh","DEMAPATPA1","SOSP","M","2661-33001","A,R/R","recap",2015-05-22,2015,2013
"Pittsburgh","DEMAPATPA1","CARW","M","2661-33002","A,BK/Y","band",2013-06-25,2013,2013
"Pittsburgh","DEMAPATPA1","NOCA","M","2641-64001","A,R/R","band",2013-06-25,2013,2013
"Pittsburgh","DEMAPATPA1","NOCA","M","2641-64001","A,R/R","recap",2014-05-22,2014,2013
"Pittsburgh","DEMAPATPA1","NOCA","M","2641-64001","A,R/R","resight-participant",2014-07-10,2014,2013
"Pittsburgh","DEMAPATPA1","AMRO","M","1352-46401","A,BK/Y","band",2013-06-25,2013,2013
"Pittsburgh","DEMAPATPA1","AMRO","M","1352-46401","A,BK/Y","resight-participant",2014-07-10,2014,2013
"Pittsburgh","DEMAPATPA1","AMRO","M","1352-46401","A,Y/BK","resight-participant",2015-05-11,2015,2013
"Pittsburgh","DEMAPATPA1","AMRO","M","1352-46401","A,BK/Y","recap",2015-05-22,2015,2013
"Pittsburgh","BODNGEOPA1","CACH","M","2710-54101","A,O/BK","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","NOCA","M","2661-33003","O/BK,A","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","SOSP","F","2661-33004","O/BK,A","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","SOSP","M","2661-33005","G/Y,A","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","AMRO","F","1352-46402","O/BK,A","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","BLJA","U","1352-46403","A,-","band",2013-06-26,2013,2013
"Pittsburgh","BODNGEOPA1","AMRO","U","1352-46404","A,-","band",2013-06-26,2013,2013
"Pittsburgh","MCGEMANPA1","NOCA","M","2661-33006","BK,A/BU","band",2013-06-28,2013,2013
"Pittsburgh","MCGEMANPA1","SOSP","M","2661-33007","G/Y,A","band",2013-06-28,2013,2013
"Pittsburgh","MCGEMANPA1","SOSP","M","2661-33008","G,A/P","band",2013-06-28,2013,2013
"Pittsburgh","MCGEMANPA1","CARW","F","2661-33009","W,P/A","band",2013-06-28,2013,2013
"Pittsburgh","MCGEMANPA1","CARW","F","2661-33009","W,P/A","recap",2014-07-05,2014,2013
"Pittsburgh","MCGEMANPA1","CARW","F","2661-33009","W,P/A","recap",2015-06-18,2015,2013
"Pittsburgh","MCGEMANPA1","TUTI","U","2661-33010","A,-","band",2013-06-28,2013,2013
"Pittsburgh","MCGEMANPA1","SOSP","M","2661-33011","W,P/A","band",2013-06-28,2013,2013
"Pittsburgh","QUIMKIMPA1","AMGO","F","2710-54102","A,-","band",2013-06-29,2013,2013
"Pittsburgh","QUIMKIMPA1","AMGO","M","2710-54103","A,-","band",2013-06-29,2013,2013
"Pittsburgh","QUIMKIMPA1","SOSP","F","2661-33012","W/A,P","band",2013-06-29,2013,2013
"Pittsburgh","QUIMKIMPA1","SOSP","M","2661-33013","W,Y/A","band",2013-06-29,2013,2013
"Pittsburgh","QUIMKIMPA1","GRCA","M","2641-64002","W/A,P","band",2013-06-29,2013,2013
"Pittsburgh","QUIMKIMPA1","GRCA","F","2641-64003","A,Y/P","band",2013-06-29,2013,2013
"Pittsburgh","SACHLARPA1","CACH","F","2710-54104","BU,P/A","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","CACH","M","2710-54105","A,O/P","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","CACH","M","2710-54105","A,O/P","resight-participant",2014-09-16,2014,2013
"Pittsburgh","SACHLARPA1","CACH","U","2710-54106","BK,BK/A","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","CACH","U","2710-54107","R,A/BK","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","CACH","U","2710-54107","R,A/BK","resight-participant",2014-09-28,2014,2013
"Pittsburgh","SACHLARPA1","CACH","U","2710-54107","R,A/BK","resight-participant",2014-10-19,2014,2013
"Pittsburgh","SACHLARPA1","CACH","U","2710-54107","R,A/BK","resight-participant",2014-12-28,2014,2013
"Pittsburgh","SACHLARPA1","BCCH","M","2710-54108","R/BK,A","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HYCH","M","2710-54108","R/BK,A/BK","recap",2014-06-29,2014,2013
"Pittsburgh","SACHLARPA1","BCCH","M","2710-54108","R/BK,A","resight-participant",2014-10-28,2014,2013
"Pittsburgh","SACHLARPA1","TUTI","U","2661-33014","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","TUTI","F","2661-33015","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","TUTI","F","2661-33016","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","TUTI","U","2661-33017","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","TUTI","M","2661-33018","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","M","2661-33019","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","F","2661-33020","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","F","2661-33021","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","M","2661-33022","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","M","2661-33023","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","HOFI","M","2661-33024","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","DOWO","F","2661-33025","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","DOWO","F","2661-33025","A,-","recap",2015-05-24,2015,2013
"Pittsburgh","SACHLARPA1","SOSP","F","2661-33026","BK/A,BK","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","SOSP","F","2661-33026","BK/A,BK","recap",2014-06-29,2014,2013
"Pittsburgh","SACHLARPA1","SOSP","M","2661-33027","R/G,A","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","SOSP","M","2661-33027","R/G,A/BK","recap",2014-06-29,2014,2013
"Pittsburgh","SACHLARPA1","HOFI","U","2661-33028","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","CARW","M","2661-33029","A,O/P","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","TUTI","F","2661-33030","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","NOCA","M","2641-64004","A,G/G","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","NOCA","M","2641-64004","A,G/G","resight-participant",2014-09-28,2014,2013
"Pittsburgh","SACHLARPA1","NOCA","M","2641-64004","A,G/G","resight-participant",2014-10-19,2014,2013
"Pittsburgh","SACHLARPA1","NOCA","F","2641-64005","BK/A,BK","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","BLJA","U","1352-46405","A,-","band",2013-06-30,2013,2013
"Pittsburgh","SACHLARPA1","BLJA","U","1352-46406","A,-","band",2013-06-30,2013,2013
"Pittsburgh","MANNCARPA1","CACH","M","2710-54109","BU,W/A","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","CACH","U","2710-54110","BU/R,A","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","HOFI","M","2661-33031","A,-","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","CARW","U","2661-33032","W,Y/A","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","HOFI","U","2661-33033","A,-","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","SOSP","M","2661-33034","A,W/O","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","SOSP","M","2661-33035","O,A/P","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","HOFI","U","2661-33036","A,-","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","SOSP","F","2661-33037","A,W/Y","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","HOFI","M","2661-33038","A,-","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","HOFI","U","2661-33097","A,-","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","AMRO","F","1352-46407","G,A/P","band",2013-07-02,2013,2013
"Pittsburgh","MANNCARPA1","EUST","M","1352-46408","-,A","band",2013-07-02,2013,2013
"Pittsburgh","MALLTANPA1","SOSP","M","2661-33039","R/Y,A","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","SOSP","M","2661-33039","A,R/Y","band",2014-07-16,2014,2013
"Pittsburgh","MALLTANPA1","SOSP","F","2661-33040","A,R/G","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","CARW","M","2661-33041","O/A,O","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","CARW","U","2661-33042","G,A/P","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","NOCA","M","2641-64006","R/Y,A","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","NOCA","U","2641-64007","R,A/BK","band",2013-07-03,2013,2013
"Pittsburgh","MALLTANPA1","RBWO","M","1352-46099","A,-","band",2013-07-03,2013,2013
"Pittsburgh","BYERHEAPA1","CHSP","M","2710-54111","A,-","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","CHSP","F","2710-54112","A,-","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","YEWA","U","2710-54113","A,-","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","CARW","F","2661-33043","R/BK,A","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","SOSP","M","2661-33044","R,A/BK","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","SOSP","M","2661-33044","BK,R","resight-participant",2015-07-09,2015,2013
"Pittsburgh","BYERHEAPA1","CARW","M","2661-33045","R/G,A","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","HOFI","M","2661-33046","A,-","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","SOSP","M","2661-33047","A,O/P","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","NOCA","M","2641-64008","W/P,A","band",2013-07-04,2013,2013
"Pittsburgh","BYERHEAPA1","NOCA","U","2641-64009","A,P/BU","band",2013-07-04,2013,2013
"Pittsburgh","NAILJENPA1","SOSP","M","2661-33048","P,A/G","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","SOSP","M","2661-33049","O/O,A","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","CARW","F","2661-33050","G/BU,A","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","CARW","U","2661-33051","O/O,A","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","SOSP","M","2661-33052","R,O/A","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","NOCA","M","2641-64010","O/O,A","band",2013-07-06,2013,2013
"Pittsburgh","NAILJENPA1","NOCA","M","2641-64011","BU/R,A","band",2013-07-06,2013,2013
"Pittsburgh","STALJUDPA1","HOWR","M","2710-54114","A,W/Y","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","HOWR","M","2710-54114","A,W/Y","recap",2015-06-30,2015,2013
"Pittsburgh","STALJUDPA1","HOWR","F","2710-54115","O/A,O","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","HOWR","F","2710-54116","W/A,P","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","WBNU","F","2661-33053","A,-","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","WBNU","M","2661-33054","A,-","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","CARW","U","2661-33055","A,R/G","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","TUTI","U","2661-33056","A,-","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","GRCA","M","2641-64012","A/O,BU","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","GRCA","M","2641-64012","A/O,BU","recap",2014-06-22,2014,2013
"Pittsburgh","STALJUDPA1","NOCA","M","2641-64013","A,W/O","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","NOCA","M","2641-64014","A,O/P","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","NOCA","M","2641-64015","R/G,A","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","NOCA","M","2641-64015","R/G,A","recap",2014-06-22,2014,2013
"Pittsburgh","STALJUDPA1","AMRO","M","1352-46409","G/Y,A","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","AMRO","M","1352-46410","W/P,A","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","AMRO","F","1352-46411","O,A/P","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","AMRO","M","1352-46412","R/G,A","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","RBWO","M","1352-46413","A,-","band",2013-07-07,2013,2013
"Pittsburgh","STALJUDPA1","RBWO","M","1352-46414","A,-","band",2013-07-07,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","M","2710-54117","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","M","2710-54118","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54119","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54120","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","M","2710-54121","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","F","2710-54122","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","F","2710-54122","A,-","recap",2014-07-19,2014,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54123","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54124","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","BCCH","F","2710-54125","W,P/A","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54126","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54127","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","U","2710-54128","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","U","2710-54129","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","U","2710-54130","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","REVI","M","2710-54131","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","F","2710-54132","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","CHSP","F","2710-54133","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","M","2710-54134","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMGO","F","2710-54135","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","U","2661-33057","G/BK,A","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","F","2661-33058","A,G/G","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","HOFI","U","2661-33059","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","M","2661-33060","A/G,R/G","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","M","2661-33060","A/G,R","band",2014-07-19,2014,2013
"Pittsburgh","CUNKMARPA1","SOSP","M","2661-33061","O,W/A","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","M","2661-33061","O,W/A","recap",2014-07-19,2014,2013
"Pittsburgh","CUNKMARPA1","PUFI","U","2661-33062","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","WBNU","M","2661-33063","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","HOFI","U","2661-33064","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","TUTI","M","2661-33065","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","WBNU","F","2661-33066","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","SOSP","U","2661-33067","A,R/G","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","DOWO","F","2661-33068","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","DOWO","M","2661-33069","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","TUTI","M","2661-33070","A,-","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","NOCA","F","2641-64016","R,O/A","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","GRCA","M","2641-64017","G,Y/A","band",2013-07-08,2013,2013
"Pittsburgh","CUNKMARPA1","AMRO","M","1352-46415","A,O/BU","band",2013-07-08,2013,2013
"Pittsburgh","DAMIMARPA1","CARW","U","2661-33071","BU,Y/A","band",2013-07-09,2013,2013
"Pittsburgh","DAMIMARPA1","CARW","U","2661-33072","BK,BK/A","band",2013-07-09,2013,2013
"Pittsburgh","DAMIMARPA1","SOSP","M","2661-33073","BK/G,A","band",2013-07-09,2013,2013
"Pittsburgh","DAMIMARPA1","SOSP","M","2661-33073","G,A","recap",2015-06-04,2015,2013
"Pittsburgh","DAMIMARPA1","SOSP","U","2661-33074","G,A/P","band",2013-07-09,2013,2013
"Pittsburgh","ELINEDPA1","HOWR","M","2710-54136","BU/O,A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","HOWR","U","2710-54137","A/W,P","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","HOWR","F","2710-54138","PK/A,BU","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","SOSP","M","2661-33075","A,G/W","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","CARW","U","2661-33076","A,R/Y","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","SOSP","F","2661-33077","R,O/A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","GRCA","U","2641-64018","P/Y,A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","NOCA","M","2641-64019","O/G,A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","AMRO","F","1352-46416","BU/R,A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","AMRO","M","1352-46417","A/G,Y/A","band",2013-07-11,2013,2013
"Pittsburgh","ELINEDPA1","AMRO","M","1352-46417","A/G,Y","recap",2015-06-24,2015,2013
"Pittsburgh","MARNMELPA1","CHSP","F","2710-54139","A,-","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CHSP","M","2710-54140","A,-","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CACH","U","2710-54141","A,R/R","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CACH","U","2710-54142","A,BK/Y","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CACH","U","2710-54144","A,W/O","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","SOSP","M","2661-33078","W,P/A","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CARW","M","2661-33079","A,R/R","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","CARW","U","2661-33080","O/BK,A","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","TUTI","F","2661-33081","A,-","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","NOCA","M","2641-64020","BK/G,A","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","NOCA","M","2641-64021","A,BK/Y","band",2013-07-12,2013,2013
"Pittsburgh","MARNMELPA1","NOCA","M","2641-64021","A,BK/Y","resight-participant",2015-08-21,2015,2013
"Pittsburgh","MAIEBILPA1","BCCH","U","2710-54143","A,W/Y","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","UNCH","U","2710-54145","A,P/BU","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CHSP","M","2710-54146","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CHSP","M","2710-54147","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CHSP","U","2710-54148","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CACH","M","2710-54149","O/O,A","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CACH","M","2710-54149","A,O/O","recap",2015-07-12,2015,2013
"Pittsburgh","MAIEBILPA1","CHSP","F","2710-54150","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","SOSP","M","2661-33082","R/BK,A","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","TUTI","U","2661-33083","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","TUTI","U","2661-33084","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","TUTI","U","2661-33085","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","DOWO","M","2661-33086","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","WBNU","M","2661-33087","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","CARW","U","2661-33088","G/Y,A","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","WBNU","F","2661-33089","A,-","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","NOCA","M","2641-64022","W,P/A","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","NOCA","M","2641-64022","W,P/A","recap",2015-07-12,2015,2013
"Pittsburgh","MAIEBILPA1","AMRO","F","1352-46418","A,G/G","band",2013-07-13,2013,2013
"Pittsburgh","MAIEBILPA1","AMRO","M","1352-46419","BK,A/BU","band",2013-07-13,2013,2013
"Pittsburgh","PAPICHRPA1","CHSP","F","2710-54151","A,-","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","CHSP","M","2710-54152","A,-","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","HOWR","F","2710-54176","R/ABU","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","HOWR","M","2710-54199","A,P/BU","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","CARW","U","2661-33090","A,R/G","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","CARW","U","2661-33091","R,Y/A","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","NOCA","M","2641-64023","A/O,BU","band",2013-07-14,2013,2013
"Pittsburgh","PAPICHRPA1","GRCA","M","2641-64024","A/G,R","band",2013-07-14,2013,2013
"Pittsburgh","MAFFANGPA1","BCCH","U","2710-54153","Y/P,A","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BCCH","U","2710-54153","Y/P,A","resight-participant",2015-11-02,2015,2013
"Pittsburgh","MAFFANGPA1","SOSP","M","2661-33092","W/BK,A","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","SOSP","M","2661-33092","W/BK,A","recap",2015-07-21,2015,2013
"Pittsburgh","MAFFANGPA1","SOSP","M","2661-33093","Y/P,A","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","SOSP","F","2661-33094","O/A,O","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","TUTI","U","2661-33095","A,-","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","CARW","U","2661-33096","BK/A,BK","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BHCO","M","2641-64025","A,-","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BHCO","M","2641-64026","A,-","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BLJA","U","1352-46420","A,-","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BLJA","U","1352-46421","A,-","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","AMRO","F","1352-46422","W,P/A","band",2013-07-15,2013,2013
"Pittsburgh","MAFFANGPA1","BLJA","U","1352-46423","A,-","band",2013-07-15,2013,2013
"Pittsburgh","KOPCTOMPA1","CHSP","M","2710-54154","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","CHSP","F","2710-54155","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","CHSP","F","2710-54156","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","HOWR","M","2710-54157","R,BU/A","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","CHSP","M","2710-54158","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","HOWR","F","2710-54159","A/P,R","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","CARW","U","2661-33098","A,W/Y","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","SOSP","M","2661-33099","Y/P,A/Y","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","BHCO","F","2641-64027","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","BHCO","F","2641-64027","A,-","recap",2014-07-09,2014,2013
"Pittsburgh","KOPCTOMPA1","NOCA","M","2641-64028","O/A,O","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","EUST","U","1352-46424","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","EUST","U","1352-46425","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","EUST","M","1352-46426","A,-","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","AMRO","M","1352-46427","O,W/A","band",2013-07-16,2013,2013
"Pittsburgh","KOPCTOMPA1","AMRO","F","1352-46428","P,A/G","band",2013-07-16,2013,2013
